"Creditability","Account.Balance","Duration.of.Credit..month.","Payment.Status.of.Previous.Credit","Purpose","Credit.Amount","Value.Savings.Stocks","Length.of.current.employment","Instalment.per.cent","Sex...Marital.Status","Guarantors","Duration.in.Current.address","Most.valuable.available.asset","Age..years.","Concurrent.Credits","Type.of.apartment","No.of.Credits.at.this.Bank","Occupation","No.of.dependents","Telephone","Foreign.Worker"
0,1,12,0,"Repairs",1108,1,"Less than 7 year",4,"Male married/widowed",1,3,1,"Twenties",3,"Rent",2,"Skilled employee",1,1,1
1,2,27,3,"Used Car",5965,1,"Over 7 years",1,"Male married/widowed",1,2,3,"Thirties",3,"Rent",2,"Highly qualified employee",1,2,1
1,2,15,2,"Repairs",1514,2,"Less than 4 year",4,"Male married/widowed",3,2,1,"Twenties",3,"Rent",1,"Skilled employee",1,1,1
1,4,30,4,"Radio or Television",6742,5,"Less than 7 year",2,"Male married/widowed",1,3,2,"Thirties",3,"Rent",2,"Skilled employee",1,1,1
1,1,18,2,"Furniture Or Equipment",3650,1,"Less than 1 year",1,"Male single",1,4,3,"Twenties",3,"For free",1,"Skilled employee",1,1,1
1,1,21,2,"Furniture Or Equipment",3599,1,"Less than 7 year",1,"Male single",1,4,3,"Twenties",3,"For free",1,"Unskilled",1,1,1
1,4,60,4,"New Car",13756,5,"Over 7 years",2,"Male married/widowed",1,4,4,"Sixties",1,"Own",1,"Highly qualified employee",1,2,1
1,2,9,2,"New Car",276,1,"Less than 4 year",4,"Female",1,4,1,"Twenties",3,"For free",1,"Unskilled",1,1,1
1,4,42,4,"Furniture Or Equipment",4041,3,"Less than 4 year",4,"Male married/widowed",1,4,1,"Thirties",3,"Rent",2,"Skilled employee",1,2,1
1,2,9,2,"Radio or Television",458,1,"Less than 4 year",4,"Male married/widowed",1,3,1,"Twenties",3,"Rent",1,"Skilled employee",1,1,1
0,2,9,2,"Furniture Or Equipment",918,1,"Less than 4 year",4,"Male single",1,1,2,"Thirties",3,"Rent",1,"Skilled employee",1,1,1
1,4,24,2,"New Car",7393,1,"Less than 4 year",1,"Male married/widowed",1,4,2,"Forties",3,"Rent",1,"Unskilled",2,1,1
1,3,10,2,"Domestic Appliances",1225,1,"Less than 4 year",2,"Male married/widowed",1,2,3,"Thirties",3,"Rent",1,"Skilled employee",1,2,1
1,1,24,2,"Used Car",2812,5,"Over 7 years",2,"Male single",1,4,1,"Twenties",3,"For free",1,"Skilled employee",1,1,1
1,4,15,2,"Used Car",3029,1,"Less than 7 year",2,"Male married/widowed",1,2,3,"Thirties",3,"Rent",1,"Skilled employee",1,1,1
1,3,12,4,"New Car",1480,3,"Unemployed",2,"Male married/widowed",1,4,4,"Sixties",1,"Own",3,"Unemployed/unskilled",1,1,1
1,3,6,4,"Education",1047,1,"Less than 4 year",2,"Male single",1,4,2,"Fifties",3,"Rent",1,"Unskilled",1,1,1
1,4,15,4,"Radio or Television",1471,1,"Less than 4 year",4,"Male married/widowed",1,4,4,"Thirties",3,"Own",2,"Skilled employee",1,2,1
1,4,24,2,"Furniture Or Equipment",5511,2,"Less than 4 year",4,"Male married/widowed",1,1,3,"Twenties",2,"Rent",1,"Skilled employee",1,1,1
1,2,9,2,"Radio or Television",1206,1,"Over 7 years",4,"Male single",1,4,1,"Twenties",3,"Rent",1,"Skilled employee",1,1,1
1,2,24,3,"Radio or Television",6403,1,"Less than 1 year",1,"Male married/widowed",1,2,3,"Thirties",3,"Rent",1,"Skilled employee",1,1,1
1,4,12,2,"Radio or Television",707,1,"Less than 4 year",4,"Male married/widowed",1,2,1,"Thirties",1,"Rent",2,"Skilled employee",1,1,1
1,4,12,3,"Used Car",1503,1,"Less than 4 year",4,"Female",1,4,1,"Forties",3,"For free",1,"Skilled employee",1,1,1
1,2,12,2,"New Car",6078,1,"Less than 7 year",2,"Male married/widowed",1,2,3,"Thirties",3,"Rent",1,"Skilled employee",1,1,1
1,2,27,2,"Business",2528,1,"Less than 1 year",4,"Male single",1,1,2,"Thirties",3,"Rent",1,"Skilled employee",2,2,1
1,2,12,2,"Business",1037,2,"Less than 7 year",3,"Male married/widowed",1,4,1,"Thirties",3,"Rent",1,"Unskilled",1,1,1
1,1,6,2,"Used Car",1352,3,"Unemployed",1,"Male single",1,2,2,"Twenties",3,"For free",1,"Unemployed/unskilled",1,2,1
1,4,24,2,"Radio or Television",3181,1,"Less than 1 year",4,"Male single",1,4,2,"Twenties",3,"Rent",1,"Skilled employee",1,2,1
1,4,18,2,"Radio or Television",4594,1,"Less than 1 year",3,"Male married/widowed",1,2,3,"Thirties",3,"Rent",1,"Skilled employee",1,2,1
1,2,48,2,"Others",5381,5,"Unemployed",3,"Male married/widowed",1,4,4,"Forties",1,"Own",1,"Unemployed/unskilled",1,2,1
1,4,15,2,"Used Car",4657,1,"Less than 4 year",3,"Male married/widowed",1,2,3,"Thirties",3,"Rent",1,"Skilled employee",1,2,1
1,2,9,2,"Business",1391,1,"Less than 4 year",2,"Female",1,1,1,"Twenties",1,"Rent",1,"Skilled employee",1,2,1
1,2,18,2,"Business",1913,4,"Less than 1 year",3,"Female",1,3,1,"Thirties",1,"Rent",1,"Skilled employee",1,2,1
1,4,42,2,"Radio or Television",7166,5,"Less than 7 year",2,"Female",1,4,2,"Twenties",3,"For free",1,"Skilled employee",1,2,1
1,4,13,2,"Radio or Television",1409,2,"Unemployed",2,"Male single",1,4,1,"Sixties",3,"Rent",1,"Skilled employee",1,1,1
1,4,24,3,"Business",2978,5,"Less than 4 year",4,"Male married/widowed",1,4,1,"Thirties",3,"Rent",2,"Skilled employee",2,2,1
1,4,12,4,"Radio or Television",976,5,"Over 7 years",4,"Male married/widowed",1,4,3,"Thirties",3,"Rent",2,"Skilled employee",1,1,1
1,4,24,3,"Business",2375,3,"Less than 4 year",4,"Male married/widowed",1,2,3,"Forties",3,"Rent",2,"Skilled employee",2,2,1
1,4,12,4,"Radio or Television",522,3,"Over 7 years",4,"Male married/widowed",1,4,2,"Forties",3,"Rent",2,"Skilled employee",2,2,1
1,4,28,4,"Radio or Television",2743,1,"Over 7 years",4,"Male married/widowed",1,2,3,"Twenties",3,"Rent",2,"Skilled employee",1,1,1
1,4,11,4,"Radio or Television",1154,2,"Unemployed",4,"Male single",1,4,1,"Fifties",3,"Rent",3,"Unskilled",1,1,1
1,4,24,4,"Used Car",5804,4,"Less than 4 year",4,"Male married/widowed",1,2,1,"Twenties",3,"Rent",2,"Skilled employee",1,1,1
1,4,18,4,"Radio or Television",1169,5,"Less than 4 year",4,"Male married/widowed",1,3,2,"Twenties",3,"Rent",2,"Skilled employee",1,2,1
1,1,15,4,"Furniture Or Equipment",1478,1,"Over 7 years",4,"Male married/widowed",1,4,3,"Forties",3,"Rent",2,"Skilled employee",2,2,1
1,4,12,2,"Radio or Television",776,1,"Less than 4 year",4,"Female",1,2,1,"Twenties",3,"Rent",1,"Skilled employee",1,1,1
1,2,11,4,"New Car",1322,4,"Less than 4 year",4,"Male single",1,4,3,"Forties",3,"Rent",2,"Skilled employee",1,1,1
1,2,16,4,"New Car",1175,1,"Unemployed",2,"Male married/widowed",1,3,3,"Sixties",3,"Own",3,"Unemployed/unskilled",1,2,1
1,4,12,2,"New Car",2133,5,"Over 7 years",4,"Male single",1,4,4,"Fifties",3,"Own",1,"Highly qualified employee",1,2,1
1,4,15,4,"Radio or Television",1829,1,"Over 7 years",4,"Male married/widowed",1,4,3,"Forties",3,"Rent",2,"Skilled employee",1,2,1
1,4,12,4,"Radio or Television",717,1,"Over 7 years",4,"Male married/widowed",1,4,1,"Fifties",3,"Rent",3,"Skilled employee",1,1,1
1,2,39,3,"Education",11760,2,"Less than 7 year",2,"Male married/widowed",1,3,4,"Thirties",3,"For free",1,"Skilled employee",1,2,1
0,2,9,4,"Education",1501,1,"Over 7 years",2,"Male single",1,3,3,"Thirties",3,"Rent",2,"Highly qualified employee",1,2,1
1,1,12,2,"Education",1200,5,"Less than 4 year",4,"Male single",1,4,2,"Twenties",1,"For free",1,"Skilled employee",1,2,1
1,2,9,2,"New Car",3195,5,"Less than 4 year",1,"Male single",1,2,1,"Thirties",3,"Rent",1,"Unskilled",1,1,1
1,4,30,4,"Radio or Television",4530,1,"Less than 7 year",4,"Male single",1,4,3,"Twenties",3,"For free",1,"Highly qualified employee",1,2,1
0,4,12,3,"Repairs",1555,4,"Over 7 years",4,"Male married/widowed",1,4,4,"Fifties",3,"Own",2,"Skilled employee",2,1,1
1,2,15,4,"Business",2326,3,"Less than 4 year",2,"Male married/widowed",1,4,3,"Twenties",1,"Rent",1,"Skilled employee",1,1,1
1,2,18,4,"Business",1887,5,"Less than 4 year",4,"Female",1,4,1,"Twenties",1,"Rent",2,"Skilled employee",1,1,1
1,4,12,4,"Business",1264,5,"Over 7 years",4,"Male married/widowed",1,4,4,"Fifties",3,"For free",1,"Unskilled",1,1,1
1,4,7,3,"Radio or Television",846,5,"Over 7 years",3,"Male married/widowed",1,4,4,"Thirties",3,"Own",1,"Skilled employee",1,1,1
1,4,15,4,"Education",1532,2,"Less than 4 year",4,"Male single",1,3,3,"Thirties",3,"Rent",1,"Skilled employee",1,1,1
1,4,6,3,"Radio or Television",935,1,"Less than 4 year",3,"Male single",1,2,1,"Twenties",3,"Rent",1,"Skilled employee",1,1,1
1,1,27,4,"Business",2442,1,"Over 7 years",4,"Male married/widowed",1,4,3,"Forties",2,"Rent",4,"Highly qualified employee",2,2,1
1,2,18,4,"Business",3590,1,"Unemployed",3,"Female",1,3,3,"Forties",3,"Rent",3,"Unemployed/unskilled",2,2,1
1,4,21,4,"Furniture Or Equipment",2288,1,"Less than 1 year",4,"Male single",1,4,2,"Twenties",3,"Rent",1,"Skilled employee",1,2,1
1,4,27,3,"Business",5117,1,"Less than 7 year",3,"Male married/widowed",1,4,3,"Twenties",3,"Rent",2,"Skilled employee",1,1,1
1,1,39,4,"Furniture Or Equipment",14179,5,"Less than 7 year",4,"Male married/widowed",1,4,2,"Thirties",3,"Rent",2,"Highly qualified employee",1,2,1
1,4,15,2,"Radio or Television",1386,5,"Less than 4 year",4,"Female",1,2,1,"Forties",3,"For free",1,"Skilled employee",1,2,1
1,4,12,4,"Radio or Television",618,1,"Over 7 years",4,"Male married/widowed",1,4,1,"Fifties",3,"Rent",1,"Skilled employee",1,1,1
1,4,12,2,"Furniture Or Equipment",1574,1,"Less than 4 year",4,"Male married/widowed",1,2,1,"Fifties",3,"Rent",1,"Skilled employee",1,1,1
1,4,6,4,"Radio or Television",700,5,"Over 7 years",4,"Male married/widowed",1,4,4,"Thirties",3,"Own",2,"Skilled employee",1,1,1
1,4,12,2,"Radio or Television",886,5,"Less than 4 year",4,"Male single",1,2,3,"Twenties",3,"Rent",1,"Skilled employee",1,1,1
1,4,36,2,"Used Car",4686,1,"Less than 4 year",2,"Male married/widowed",1,2,4,"Thirties",3,"Own",1,"Highly qualified employee",1,2,1
1,2,9,2,"Radio or Television",790,3,"Less than 4 year",4,"Male single",1,3,1,"Sixties",3,"Rent",1,"Unskilled",1,1,1
0,2,12,2,"Radio or Television",766,3,"Less than 4 year",4,"Male married/widowed",1,3,1,"Sixties",3,"Rent",1,"Unskilled",1,1,1
1,1,20,2,"Furniture Or Equipment",2212,5,"Less than 7 year",4,"Male married/widowed",1,4,3,"Thirties",3,"Rent",1,"Skilled employee",1,2,1
1,2,10,2,"New Car",7308,1,"Unemployed",2,"Male married/widowed",1,4,4,"Over Seventy",1,"Own",1,"Highly qualified employee",1,2,1
1,2,24,4,"Education",5743,1,"Less than 1 year",2,"Male single",1,4,4,"Twenties",3,"Own",2,"Skilled employee",1,2,1
1,1,14,2,"New Car",3973,1,"Unemployed",1,"Male married/widowed",1,4,4,"Twenties",3,"Own",1,"Skilled employee",1,1,1
1,2,60,3,"Radio or Television",7418,5,"Less than 4 year",1,"Male married/widowed",1,1,1,"Twenties",3,"Rent",1,"Unskilled",1,1,1
1,2,20,3,"Others",2629,1,"Less than 4 year",2,"Male married/widowed",1,3,3,"Twenties",1,"Rent",2,"Skilled employee",1,2,1
1,2,18,2,"Business",1941,4,"Less than 4 year",4,"Male married/widowed",1,2,2,"Thirties",3,"Rent",1,"Unskilled",1,2,1
1,2,24,3,"Furniture Or Equipment",2333,5,"Less than 1 year",4,"Male married/widowed",1,2,2,"Twenties",1,"Rent",1,"Unskilled",1,1,1
1,4,12,2,"Used Car",2445,5,"Less than 1 year",2,"Female",1,4,3,"Twenties",3,"For free",1,"Skilled employee",1,2,1
1,2,20,2,"Used Car",6468,5,"Unemployed",1,"Male Divorced",1,4,1,"Sixties",3,"Rent",1,"Highly qualified employee",1,2,1
1,2,18,4,"Furniture Or Equipment",7374,1,"Unemployed",4,"Male married/widowed",1,4,2,"Forties",2,"Rent",2,"Highly qualified employee",1,2,1
1,4,15,2,"Used Car",3812,2,"Less than 1 year",1,"Male single",1,4,3,"Twenties",3,"Rent",1,"Skilled employee",1,2,1
0,1,28,2,"New Car",4006,1,"Less than 4 year",3,"Male married/widowed",1,2,3,"Forties",3,"Rent",1,"Unskilled",1,1,1
1,2,12,2,"New Car",7472,5,"Unemployed",1,"Male single",1,2,1,"Twenties",3,"For free",1,"Unemployed/unskilled",1,1,1
1,3,12,2,"Furniture Or Equipment",1424,5,"Over 7 years",3,"Male single",1,4,1,"Fifties",3,"Rent",1,"Highly qualified employee",1,2,1
1,2,12,2,"Used Car",2028,5,"Less than 4 year",4,"Male married/widowed",1,2,3,"Thirties",3,"Rent",1,"Skilled employee",1,1,1
1,4,15,2,"New Car",5324,3,"Over 7 years",1,"Male single",1,4,4,"Thirties",3,"Own",1,"Skilled employee",1,1,1
1,2,36,2,"Radio or Television",2323,1,"Less than 7 year",4,"Male married/widowed",1,4,3,"Twenties",3,"For free",1,"Skilled employee",1,1,1
1,4,12,2,"Education",1393,1,"Over 7 years",4,"Male married/widowed",1,4,2,"Forties",1,"Rent",3,"Skilled employee",2,2,1
1,4,18,2,"Furniture Or Equipment",1984,1,"Less than 4 year",4,"Male married/widowed",1,4,4,"Forties",1,"Own",2,"Skilled employee",1,1,1
1,4,24,2,"Radio or Television",999,5,"Over 7 years",4,"Male married/widowed",1,2,3,"Twenties",3,"Rent",2,"Skilled employee",1,1,1
1,4,36,2,"Business",7409,5,"Over 7 years",3,"Male married/widowed",1,2,2,"Thirties",3,"Rent",2,"Skilled employee",1,1,1
1,4,15,2,"Furniture Or Equipment",2186,5,"Less than 7 year",1,"Male single",1,4,1,"Thirties",1,"For free",1,"Unskilled",1,1,1
1,3,36,2,"Radio or Television",4473,1,"Over 7 years",4,"Male married/widowed",1,2,3,"Thirties",3,"Rent",1,"Skilled employee",1,1,1
1,4,24,2,"Retraining",937,1,"Less than 1 year",4,"Female",1,3,3,"Twenties",3,"Rent",2,"Unskilled",1,1,1
1,4,18,2,"Furniture Or Equipment",3422,1,"Over 7 years",4,"Male married/widowed",1,4,2,"Forties",1,"Rent",3,"Skilled employee",2,2,1
1,4,24,2,"Radio or Television",3105,5,"Less than 1 year",4,"Male married/widowed",1,2,3,"Twenties",3,"Rent",2,"Skilled employee",1,1,1
1,4,12,4,"Education",2748,1,"Over 7 years",2,"Male single",1,4,4,"Fifties",1,"Own",3,"Unskilled",1,1,1
1,2,18,2,"Repairs",3872,1,"Unemployed",2,"Male single",1,4,3,"Sixties",3,"Rent",1,"Skilled employee",1,2,1
1,4,27,2,"Repairs",5190,5,"Over 7 years",4,"Male married/widowed",1,4,2,"Forties",3,"Rent",4,"Skilled employee",2,2,1
1,2,18,2,"Furniture Or Equipment",3001,1,"Less than 7 year",2,"Male single",1,4,1,"Forties",3,"For free",1,"Skilled employee",1,1,1
1,4,24,3,"Business",3863,1,"Less than 4 year",1,"Male married/widowed",1,2,4,"Thirties",3,"Own",1,"Skilled employee",1,1,1
1,4,12,4,"Furniture Or Equipment",5801,5,"Over 7 years",2,"Male married/widowed",1,4,2,"Forties",3,"For free",1,"Skilled employee",1,2,2
1,4,12,4,"Furniture Or Equipment",1592,4,"Less than 7 year",3,"Male single",1,2,2,"Thirties",3,"Rent",1,"Skilled employee",1,1,1
1,4,12,4,"Business",1185,1,"Less than 4 year",3,"Male single",1,2,1,"Twenties",3,"Rent",2,"Skilled employee",1,1,1
1,4,18,4,"Furniture Or Equipment",3780,1,"Less than 1 year",3,"Male Divorced",1,2,3,"Thirties",3,"Rent",2,"Highly qualified employee",1,2,1
1,2,18,4,"Furniture Or Equipment",3612,1,"Over 7 years",3,"Male single",1,4,2,"Thirties",3,"Rent",1,"Skilled employee",1,2,2
1,4,12,2,"Business",1076,1,"Less than 4 year",2,"Female",1,2,1,"Twenties",3,"Rent",1,"Skilled employee",1,2,1
1,4,12,2,"New Car",3527,5,"Less than 1 year",2,"Male married/widowed",1,3,2,"Forties",3,"Rent",1,"Highly qualified employee",2,2,1
1,4,18,2,"Radio or Television",2051,1,"Less than 1 year",4,"Male married/widowed",1,1,1,"Thirties",3,"Rent",1,"Skilled employee",1,1,1
1,4,12,4,"Furniture Or Equipment",3331,1,"Over 7 years",2,"Male married/widowed",1,4,2,"Forties",2,"Rent",1,"Skilled employee",1,1,1
1,1,18,0,"Business",3104,1,"Less than 7 year",3,"Male married/widowed",1,1,2,"Thirties",1,"Rent",1,"Skilled employee",1,2,1
1,4,24,4,"Radio or Television",2611,1,"Over 7 years",4,"Female",2,3,1,"Forties",3,"Rent",2,"Skilled employee",1,1,1
1,1,12,4,"Used Car",1409,1,"Over 7 years",4,"Male married/widowed",1,3,1,"Fifties",3,"Rent",1,"Skilled employee",1,1,1
1,4,24,2,"Radio or Television",1311,2,"Less than 7 year",4,"Female",1,3,2,"Twenties",3,"Rent",1,"Skilled employee",1,2,1
1,4,6,2,"Radio or Television",2108,1,"Less than 7 year",2,"Female",1,2,1,"Twenties",3,"For free",1,"Skilled employee",1,1,1
1,4,24,4,"Used Car",4042,5,"Less than 7 year",3,"Male married/widowed",1,4,2,"Forties",3,"Rent",2,"Skilled employee",1,2,1
1,4,12,4,"New Car",926,1,"Unemployed",1,"Male single",1,2,2,"Thirties",3,"Rent",1,"Unemployed/unskilled",1,1,1
1,1,12,2,"Radio or Television",1680,3,"Over 7 years",3,"Female",1,1,1,"Thirties",3,"Rent",1,"Skilled employee",1,1,1
1,4,24,2,"New Car",1249,1,"Less than 1 year",4,"Female",1,2,1,"Twenties",3,"Rent",1,"Skilled employee",1,1,1
1,4,24,4,"New Car",2463,2,"Less than 7 year",4,"Female",1,3,2,"Twenties",3,"Rent",2,"Skilled employee",1,2,1
1,4,6,2,"Radio or Television",1595,1,"Less than 7 year",3,"Male married/widowed",1,2,2,"Fifties",3,"Rent",1,"Skilled employee",2,1,1
1,4,24,4,"Repairs",2058,1,"Less than 4 year",4,"Male Divorced",1,2,1,"Thirties",3,"Rent",2,"Skilled employee",1,2,1
1,4,24,2,"Used Car",7814,1,"Less than 7 year",3,"Male married/widowed",1,3,3,"Thirties",3,"Rent",1,"Highly qualified employee",1,2,1
1,4,6,4,"Radio or Television",1740,1,"Over 7 years",2,"Female",1,2,1,"Thirties",3,"For free",2,"Skilled employee",1,1,1
1,4,12,4,"Radio or Television",1240,5,"Over 7 years",4,"Male single",1,2,1,"Thirties",3,"Rent",2,"Skilled employee",1,2,1
1,4,24,4,"Used Car",6842,5,"Less than 4 year",2,"Male married/widowed",1,4,2,"Forties",3,"Rent",2,"Highly qualified employee",2,2,1
1,4,24,4,"Furniture Or Equipment",5150,1,"Over 7 years",4,"Male married/widowed",1,4,3,"Thirties",3,"Rent",1,"Skilled employee",1,2,1
1,1,6,2,"New Car",1203,2,"Over 7 years",3,"Male married/widowed",1,2,2,"Forties",3,"Rent",1,"Skilled employee",1,2,1
1,4,6,4,"New Car",2080,3,"Less than 4 year",1,"Female",1,2,3,"Twenties",3,"Rent",1,"Skilled employee",1,1,1
1,4,6,2,"Education",1538,1,"Less than 1 year",1,"Male single",1,2,4,"Fifties",3,"Rent",1,"Skilled employee",1,1,1
1,2,24,4,"New Car",3878,2,"Less than 1 year",4,"Male Divorced",1,2,3,"Thirties",3,"Rent",1,"Skilled employee",1,2,1
1,2,30,2,"Furniture Or Equipment",3832,1,"Less than 1 year",2,"Female",1,1,2,"Twenties",3,"Rent",1,"Skilled employee",1,1,1
1,4,15,2,"New Car",3186,4,"Less than 7 year",2,"Male single",1,3,3,"under 20",3,"For free",1,"Skilled employee",1,1,1
1,2,24,2,"Radio or Television",2896,2,"Less than 1 year",2,"Male married/widowed",1,1,3,"Twenties",3,"Rent",1,"Skilled employee",1,1,1
1,2,24,3,"Business",6967,2,"Less than 7 year",4,"Male married/widowed",1,4,3,"Thirties",3,"For free",1,"Highly qualified employee",1,2,1
0,4,36,2,"Education",1819,1,"Less than 4 year",4,"Male married/widowed",1,4,4,"Thirties",2,"Own",1,"Skilled employee",1,2,1
0,4,24,2,"Radio or Television",5943,5,"Less than 1 year",1,"Male single",1,1,3,"Forties",3,"Rent",2,"Skilled employee",1,2,1
0,4,36,4,"Furniture Or Equipment",7127,1,"Less than 1 year",2,"Male single",1,4,2,"Twenties",3,"For free",2,"Skilled employee",1,2,1
0,4,36,2,"Furniture Or Equipment",3349,1,"Less than 4 year",4,"Male single",1,2,3,"Twenties",3,"Rent",1,"Highly qualified employee",1,2,1
0,4,36,2,"Furniture Or Equipment",10974,1,"Unemployed",4,"Male single",1,2,3,"Twenties",3,"Rent",2,"Highly qualified employee",1,2,1
1,4,6,2,"Radio or Television",518,1,"Less than 4 year",3,"Male single",1,1,1,"Twenties",3,"Rent",1,"Skilled employee",1,1,1
1,4,18,2,"Radio or Television",1126,5,"Less than 1 year",4,"Male single",1,2,1,"Twenties",3,"For free",1,"Skilled employee",1,2,1
1,2,12,4,"Used Car",1860,1,"Unemployed",4,"Male married/widowed",1,2,3,"Thirties",3,"Rent",2,"Highly qualified employee",1,2,1
1,4,36,4,"Radio or Television",9566,1,"Less than 4 year",2,"Male single",1,2,3,"Thirties",2,"Rent",2,"Skilled employee",1,1,1
1,1,12,2,"Radio or Television",701,1,"Less than 4 year",4,"Female",1,2,1,"Forties",3,"Rent",1,"Unskilled",1,1,1
1,2,12,2,"Radio or Television",2930,1,"Less than 7 year",2,"Male single",1,1,1,"Twenties",3,"Rent",1,"Skilled employee",1,1,1
1,4,18,2,"Radio or Television",1505,1,"Less than 4 year",4,"Male married/widowed",1,2,4,"Thirties",3,"Own",1,"Highly qualified employee",1,2,1
1,4,18,4,"Radio or Television",2238,1,"Less than 4 year",2,"Male single",1,1,3,"Twenties",3,"Rent",2,"Skilled employee",1,1,1
1,4,4,4,"Radio or Television",1503,1,"Less than 7 year",2,"Male married/widowed",1,1,1,"Forties",3,"Rent",2,"Unskilled",2,1,1
1,4,24,4,"Used Car",2197,5,"Less than 7 year",4,"Male married/widowed",1,4,3,"Forties",3,"Rent",2,"Skilled employee",2,2,1
1,3,12,2,"Radio or Television",1881,1,"Less than 4 year",2,"Male single",1,2,3,"Forties",3,"For free",1,"Unskilled",1,2,1
1,1,18,4,"Radio or Television",1880,1,"Less than 7 year",4,"Female",1,1,2,"Thirties",3,"Rent",2,"Highly qualified employee",1,2,1
1,1,18,2,"Radio or Television",2389,1,"Less than 1 year",4,"Male single",1,1,3,"Twenties",2,"Rent",1,"Skilled employee",1,1,1
1,2,24,2,"Radio or Television",1967,1,"Over 7 years",4,"Male single",1,4,3,"under 20",3,"Rent",1,"Skilled employee",1,2,1
1,4,4,4,"New Car",3380,1,"Less than 7 year",1,"Male single",1,1,1,"Thirties",3,"Rent",1,"Skilled employee",2,1,1
1,4,4,4,"New Car",1455,1,"Less than 7 year",2,"Male married/widowed",1,1,1,"Forties",3,"Rent",3,"Unskilled",2,1,1
1,4,7,4,"Radio or Television",730,5,"Over 7 years",4,"Male married/widowed",1,2,2,"Forties",3,"For free",2,"Unskilled",1,2,1
1,2,18,0,"Furniture Or Equipment",3244,1,"Less than 4 year",1,"Male single",1,4,3,"Thirties",1,"Rent",2,"Skilled employee",1,2,1
0,2,9,2,"Radio or Television",1670,1,"Less than 1 year",4,"Male single",1,2,3,"Twenties",3,"Rent",1,"Skilled employee",1,2,1
1,2,48,2,"Radio or Television",3979,5,"Less than 7 year",4,"Male married/widowed",1,1,3,"Forties",3,"Rent",2,"Skilled employee",2,2,1
0,2,12,2,"Furniture Or Equipment",1922,1,"Less than 4 year",4,"Male married/widowed",1,2,2,"Thirties",3,"Rent",1,"Unskilled",1,1,1
1,2,18,4,"Furniture Or Equipment",1295,1,"Less than 1 year",4,"Male single",1,1,2,"Twenties",3,"Rent",2,"Skilled employee",1,1,1
1,4,4,4,"Radio or Television",1544,1,"Less than 7 year",2,"Male married/widowed",1,1,1,"Forties",3,"Rent",3,"Unskilled",2,1,1
1,2,8,2,"Business",907,1,"Less than 1 year",3,"Female",1,2,1,"Twenties",3,"Rent",1,"Skilled employee",1,2,1
1,2,30,2,"Radio or Television",1715,5,"Less than 4 year",4,"Male single",1,1,3,"Twenties",3,"Rent",1,"Skilled employee",1,1,1
1,3,10,4,"Radio or Television",1347,5,"Less than 7 year",4,"Male married/widowed",1,2,2,"Twenties",3,"Rent",2,"Skilled employee",1,2,1
1,2,12,2,"New Car",1007,4,"Less than 4 year",4,"Female",1,1,1,"Twenties",3,"Rent",1,"Skilled employee",1,1,1
1,4,12,4,"Furniture Or Equipment",1402,3,"Less than 7 year",3,"Male single",1,4,3,"Thirties",3,"For free",1,"Skilled employee",1,2,1
1,2,12,2,"New Car",2002,1,"Less than 7 year",3,"Male married/widowed",1,4,2,"Thirties",3,"For free",1,"Skilled employee",2,2,1
1,4,12,4,"Education",2096,1,"Less than 7 year",2,"Male married/widowed",1,3,1,"Forties",3,"Rent",1,"Unskilled",2,1,1
1,4,12,2,"New Car",1101,1,"Less than 4 year",3,"Female",1,2,1,"Twenties",3,"Rent",2,"Skilled employee",1,2,1
1,4,10,2,"Retraining",894,5,"Less than 7 year",4,"Male single",1,3,2,"Forties",3,"Rent",1,"Skilled employee",1,2,1
1,2,11,2,"Furniture Or Equipment",1577,4,"Less than 1 year",4,"Male single",1,1,1,"under 20",3,"Rent",1,"Skilled employee",1,1,1
1,4,33,3,"Business",2764,1,"Less than 4 year",2,"Male single",1,2,3,"Twenties",3,"Rent",2,"Skilled employee",1,2,1
1,2,48,0,"New Car",8358,3,"Less than 1 year",1,"Male single",1,1,3,"Thirties",3,"Rent",2,"Skilled employee",1,1,1
1,3,12,2,"Furniture Or Equipment",1474,1,"Less than 1 year",4,"Male single",1,1,2,"Thirties",1,"Rent",1,"Highly qualified employee",1,2,1
1,4,24,2,"Used Car",5433,5,"Unemployed",2,"Male single",1,4,2,"Twenties",3,"For free",1,"Highly qualified employee",1,2,1
1,2,14,2,"Business",1410,3,"Over 7 years",1,"Female",1,2,1,"Thirties",3,"Rent",1,"Skilled employee",1,2,1
1,4,20,4,"New Car",3485,5,"Less than 1 year",2,"Male Divorced",1,4,1,"Forties",3,"Rent",2,"Skilled employee",1,2,1
1,4,18,4,"Used Car",3850,1,"Less than 7 year",3,"Male married/widowed",1,1,3,"Twenties",3,"Rent",2,"Skilled employee",1,1,1
0,2,60,2,"New Car",7408,2,"Less than 1 year",4,"Male single",1,2,2,"Twenties",3,"Rent",1,"Highly qualified employee",1,1,1
1,3,24,2,"Radio or Television",1377,2,"Over 7 years",4,"Male single",1,2,4,"Forties",3,"Own",1,"Skilled employee",1,2,1
1,4,30,3,"Business",4272,2,"Less than 4 year",2,"Male married/widowed",1,2,2,"Twenties",3,"Rent",2,"Unskilled",1,1,1
1,2,24,3,"Radio or Television",1553,2,"Less than 7 year",3,"Male single",1,2,2,"Twenties",3,"For free",2,"Skilled employee",1,2,1
